prolific_ID, age, gender, handedness, imageletter_con, block_number, block_type, letter_block, stim1, stim2, stim3, stim4, stimulus, pressed_key, correct_key, correct, startRT, prepRT, rt, time_elapsed, factor, qnumber, resp
9,28,female,right,order_25_75,1,25,1,images/PICTURE_7.png,images/PICTURE_637.png,images/PICTURE_200.png,images/PICTURE_261.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_200.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,1132,4751,1302,165010,undefined,undefined,undefined
9,28,female,right,order_25_75,2,25,1,images/PICTURE_338.png,images/PICTURE_397.png,images/PICTURE_591.png,images/PICTURE_418.png,<div id="images"><a><img src="images/PICTURE_338.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">D</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,d,D,true,666,4805,475,172975,undefined,undefined,undefined
9,28,female,right,order_25_75,3,25,1,images/PICTURE_225.png,images/PICTURE_744.png,images/PICTURE_137.png,images/PICTURE_477.png,<div id="images"><a><img src="images/PICTURE_225.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">D</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,d,D,true,613,4529,524,180658,undefined,undefined,undefined
9,28,female,right,order_25_75,4,25,0,images/PICTURE_345.png,images/PICTURE_256.png,images/PICTURE_416.png,images/PICTURE_635.png,<div><img width = '150' height = '150' src = 'images/PICTURE_256.png'></img></div>,f,F,true,786,3714,898,188073,undefined,undefined,undefined
9,28,female,right,order_25_75,5,25,1,images/PICTURE_45.png,images/PICTURE_515.png,images/PICTURE_14.png,images/PICTURE_598.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_14.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,394,4368,711,195562,undefined,undefined,undefined
9,28,female,right,order_25_75,6,25,1,images/PICTURE_448.png,images/PICTURE_487.png,images/PICTURE_36.png,images/PICTURE_269.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_36.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,341,2805,575,201298,undefined,undefined,undefined
9,28,female,right,order_25_75,7,25,1,images/PICTURE_108.png,images/PICTURE_415.png,images/PICTURE_145.png,images/PICTURE_40.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_40.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,341,5564,589,209817,undefined,undefined,undefined
9,28,female,right,order_25_75,8,25,1,images/PICTURE_640.png,images/PICTURE_562.png,images/PICTURE_3.png,images/PICTURE_68.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_562.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,f,F,true,492,4955,551,217831,undefined,undefined,undefined
9,28,female,right,order_25_75,9,25,0,images/PICTURE_110.png,images/PICTURE_78.png,images/PICTURE_687.png,images/PICTURE_302.png,<div><img width = '150' height = '150' src = 'images/PICTURE_302.png'></img></div>,k,K,true,463,3906,999,225208,undefined,undefined,undefined
9,28,female,right,order_25_75,10,25,0,images/PICTURE_179.png,images/PICTURE_445.png,images/PICTURE_142.png,images/PICTURE_509.png,<div><img width = '150' height = '150' src = 'images/PICTURE_179.png'></img></div>,d,D,true,384,4781,1166,233551,undefined,undefined,undefined
9,28,female,right,order_25_75,11,25,1,images/PICTURE_72.png,images/PICTURE_662.png,images/PICTURE_116.png,images/PICTURE_745.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_745.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,440,5013,565,241585,undefined,undefined,undefined
9,28,female,right,order_25_75,12,25,1,images/PICTURE_115.png,images/PICTURE_425.png,images/PICTURE_133.png,images/PICTURE_206.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_133.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,332,3549,530,248018,undefined,undefined,undefined
9,28,female,right,order_25_75,13,25,1,images/PICTURE_646.png,images/PICTURE_618.png,images/PICTURE_1.png,images/PICTURE_405.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_1.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,337,4376,424,255169,undefined,undefined,undefined
9,28,female,right,order_25_75,14,25,1,images/PICTURE_734.png,images/PICTURE_523.png,images/PICTURE_297.png,images/PICTURE_298.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_297.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,354,3942,470,261953,undefined,undefined,undefined
9,28,female,right,order_25_75,15,25,1,images/PICTURE_23.png,images/PICTURE_615.png,images/PICTURE_531.png,images/PICTURE_512.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_512.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,329,4257,452,269009,undefined,undefined,undefined
9,28,female,right,order_25_75,16,25,1,images/PICTURE_99.png,images/PICTURE_19.png,images/PICTURE_587.png,images/PICTURE_584.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_584.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,267,3238,430,274961,undefined,undefined,undefined
9,28,female,right,order_25_75,17,75,0,images/PICTURE_410.png,images/PICTURE_211.png,images/PICTURE_550.png,images/PICTURE_547.png,<div><img width = '150' height = '150' src = 'images/PICTURE_547.png'></img></div>,k,K,true,819,4850,1187,289591,undefined,undefined,undefined
9,28,female,right,order_25_75,18,75,1,images/PICTURE_527.png,images/PICTURE_485.png,images/PICTURE_95.png,images/PICTURE_679.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_485.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">F</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,f,F,true,19537,3886,556,315584,undefined,undefined,undefined
9,28,female,right,order_25_75,19,75,0,images/PICTURE_310.png,images/PICTURE_120.png,images/PICTURE_581.png,images/PICTURE_327.png,<div><img width = '150' height = '150' src = 'images/PICTURE_120.png'></img></div>,k,F,false,413,8828,543,327383,undefined,undefined,undefined
9,28,female,right,order_25_75,20,75,0,images/PICTURE_713.png,images/PICTURE_235.png,images/PICTURE_299.png,images/PICTURE_409.png,<div><img width = '150' height = '150' src = 'images/PICTURE_299.png'></img></div>,j,J,true,505,6678,588,337168,undefined,undefined,undefined
9,28,female,right,order_25_75,21,75,0,images/PICTURE_568.png,images/PICTURE_158.png,images/PICTURE_437.png,images/PICTURE_268.png,<div><img width = '150' height = '150' src = 'images/PICTURE_437.png'></img></div>,j,J,true,530,5458,1035,346207,undefined,undefined,undefined
9,28,female,right,order_25_75,22,75,1,images/PICTURE_9.png,images/PICTURE_75.png,images/PICTURE_717.png,images/PICTURE_703.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_717.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,761,3773,526,353280,undefined,undefined,undefined
9,28,female,right,order_25_75,23,75,0,images/PICTURE_153.png,images/PICTURE_362.png,images/PICTURE_333.png,images/PICTURE_614.png,<div><img width = '150' height = '150' src = 'images/PICTURE_153.png'></img></div>,d,D,true,318,4788,758,361160,undefined,undefined,undefined
9,28,female,right,order_25_75,24,75,0,images/PICTURE_489.png,images/PICTURE_59.png,images/PICTURE_465.png,images/PICTURE_124.png,<div><img width = '150' height = '150' src = 'images/PICTURE_59.png'></img></div>,f,F,true,333,5588,541,369634,undefined,undefined,undefined
9,28,female,right,order_25_75,25,75,1,images/PICTURE_627.png,images/PICTURE_12.png,images/PICTURE_702.png,images/PICTURE_178.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_178.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,716,5918,583,378867,undefined,undefined,undefined
9,28,female,right,order_25_75,26,75,0,images/PICTURE_566.png,images/PICTURE_236.png,images/PICTURE_732.png,images/PICTURE_536.png,<div><img width = '150' height = '150' src = 'images/PICTURE_536.png'></img></div>,j,K,false,386,7359,922,389546,undefined,undefined,undefined
9,28,female,right,order_25_75,27,75,1,images/PICTURE_88.png,images/PICTURE_406.png,images/PICTURE_367.png,images/PICTURE_226.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_367.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,730,4725,448,397465,undefined,undefined,undefined
9,28,female,right,order_25_75,28,75,0,images/PICTURE_563.png,images/PICTURE_255.png,images/PICTURE_542.png,images/PICTURE_358.png,<div><img width = '150' height = '150' src = 'images/PICTURE_563.png'></img></div>,d,D,true,570,5576,422,406049,undefined,undefined,undefined
9,28,female,right,order_25_75,29,75,0,images/PICTURE_590.png,images/PICTURE_639.png,images/PICTURE_670.png,images/PICTURE_194.png,<div><img width = '150' height = '150' src = 'images/PICTURE_639.png'></img></div>,f,F,true,675,6714,590,416042,undefined,undefined,undefined
9,28,female,right,order_25_75,30,75,0,images/PICTURE_201.png,images/PICTURE_596.png,images/PICTURE_370.png,images/PICTURE_164.png,<div><img width = '150' height = '150' src = 'images/PICTURE_596.png'></img></div>,f,F,true,321,5325,523,424231,undefined,undefined,undefined
9,28,female,right,order_25_75,31,75,0,images/PICTURE_647.png,images/PICTURE_404.png,images/PICTURE_349.png,images/PICTURE_720.png,<div><img width = '150' height = '150' src = 'images/PICTURE_349.png'></img></div>,j,J,true,431,6002,707,433383,undefined,undefined,undefined
9,28,female,right,order_25_75,32,75,0,images/PICTURE_636.png,images/PICTURE_516.png,images/PICTURE_93.png,images/PICTURE_168.png,<div><img width = '150' height = '150' src = 'images/PICTURE_636.png'></img></div>,f,D,false,576,4910,351,441233,undefined,undefined,undefined
9,28,female,right,order_25_75,33,25,1,images/PICTURE_114.png,images/PICTURE_273.png,images/PICTURE_290.png,images/PICTURE_400.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_400.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">K</div></a></div>,k,K,true,990,4027,545,452551,undefined,undefined,undefined
9,28,female,right,order_25_75,34,25,1,images/PICTURE_392.png,images/PICTURE_104.png,images/PICTURE_558.png,images/PICTURE_357.png,<div id="images"><a><img src="images/PICTURE_392.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">D</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,d,D,true,320,3340,494,458719,undefined,undefined,undefined
9,28,female,right,order_25_75,35,25,1,images/PICTURE_343.png,images/PICTURE_422.png,images/PICTURE_216.png,images/PICTURE_435.png,<div id="images"><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a><a><img src="images/PICTURE_216.png" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">J</div></a><a><img src="instructions/placeholder.PNG" width="150px" height="150px" style="padding-bottom: 50px;"><div class="caption">-</div></a></div>,j,J,true,268,3931,584,465513,undefined,undefined,undefined
